,number,model_name,slump,allStarts,bb,rb,judge
338,2339,スーパーミラクルジャグラー／ＫＵ,688,4980,20,16,win
339,2340,スーパーミラクルジャグラー／ＫＵ,66,4130,15,11,win
340,2341,スーパーミラクルジャグラー／ＫＵ,-628,3809,13,9,lose
341,2342,ディスクアップ／ＺＳ,854,2703,12,7,win
342,2343,ディスクアップ／ＺＳ,-231,3814,14,6,lose
343,2344,ディスクアップ／ＺＳ,-534,1515,3,4,lose
344,2345,ディスクアップ／ＺＳ,-675,3087,9,5,lose
345,2346,ディスクアップ／ＺＳ,-794,1699,3,5,lose
346,2347,ディスクアップ／ＺＳ,-38,4161,14,6,lose
347,2348,ディスクアップ／ＺＳ,-288,455,1,0,lose
348,2349,ディスクアップ／ＺＳ,1426,4389,14,13,win
349,2350,ディスクアップ／ＺＳ,715,2055,9,3,win
350,2351,アレックスＡＥ,-416,1131,2,5,lose
351,2352,ディスクアップ／ＺＳ,1153,1827,9,2,win
352,2353,アレックスＡＥ,-48,32,0,0,lose
353,2354,ディスクアップ／ＺＳ,-2882,3155,4,5,lose
354,2355,アレックスＡＥ,-615,822,1,3,lose
355,2356,クランキーセレブレーションＣＥ,-1092,1065,2,1,lose
356,2357,ニューパルサーＳＰ２／ＤＤ,-123,1129,3,4,lose
357,2358,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-188,2859,9,10,lose
358,2359,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-135,383,1,1,lose
359,2360,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,336,3290,13,8,win
360,2361,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-426,1704,5,3,lose
361,2362,リノＮＧＴＣＣ,-521,886,4,2,lose
362,2363,リノＮＧＴＣＣ,0,0,0,0,lose
363,2364,リノＮＧＴＣＣ,1900,844,14,6,win
364,2365,リノＮＧＴＣＣ,-116,81,0,0,lose
365,2366,リノＮＧＴＣＣ,-387,776,3,4,lose
366,2367,リノＮＧＴＣＣ,-344,219,0,0,lose
367,2368,ディスクアップ／ＺＳ,-308,1521,0,3,lose
368,2369,ディスクアップ／ＺＳ,2444,4036,21,5,win
369,2370,アレックスＡＥ,-413,317,0,1,lose
370,2371,ディスクアップ／ＺＳ,1597,5032,20,11,win
371,2372,アレックスＡＥ,-358,269,0,0,lose
372,2373,ディスクアップ／ＺＳ,-440,458,0,3,lose
373,2374,ディスクアップ／ＺＳ,72,3504,11,9,win
374,2375,ディスクアップ／ＺＳ,3661,10787,45,30,win
375,2376,ディスクアップ／ＺＳ,-242,355,1,0,lose
376,2377,ディスクアップ／ＺＳ,-127,1125,3,3,lose
377,2378,ディスクアップ／ＺＳ,-625,500,0,1,lose
378,2379,ディスクアップ／ＺＳ,1741,3426,15,6,win
379,2380,ディスクアップ／ＺＳ,502,5334,18,14,win
380,2381,ディスクアップ／ＺＳ,-1899,2717,5,6,lose
381,2382,ハナビＢＨＳ２,-384,497,1,0,lose
382,2383,ハナビＢＨＳ２,1109,4541,16,14,win
383,2384,ハナビＢＨＳ２,-279,274,0,1,lose
384,2385,ハナビＢＨＳ２,-920,815,0,2,lose
385,2386,ハナビＢＨＳ２,-818,808,1,0,lose
386,2387,バーサスＳＥ,-1257,1566,2,5,lose
387,2388,バーサスＳＥ,-869,682,0,1,lose
388,2389,バーサスＳＥ,848,3081,13,7,win
389,2390,バーサスＳＥ,-378,1511,4,3,lose
390,2391,バーサスＳＥ,-621,615,1,0,lose
391,2392,Ｓ麻雀格闘倶楽部３ＫＲ,-950,2922,20,11,lose
392,2393,Ｓ喰霊零　運命乱ＪＪ,-342,504,1,1,lose
393,2394,Ｓトータル・イクリプス２Ｒ,2553,2533,54,16,win
394,2395,パチスロ黒神／Ｋ２,-506,873,6,1,lose
395,2396,ＳＡＴ天元突破グレンラガンＹ,-640,1779,5,7,lose
396,2397,ＳミルキィホームズＮＤ,-575,1519,9,2,lose
397,2398,バイオイントゥザパニック／ＺＡ,-415,992,2,4,lose
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,987,779,4,0,win
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-563,844,1,3,lose
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-482,869,1,0,lose
401,2402,３×３ＥＹＥＳ／Ａ７,-282,169,0,0,lose
402,2403,ダンまち／ＫＴ,-163,421,2,5,lose
403,2404,ダンまち／ＫＴ,4,171,1,1,win
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,72,2013,26,21,win
405,2406,Ｓパチスロ鉄拳４ＣＣ,0,0,0,0,lose
406,2407,Ｓパチスロ鉄拳４ＣＣ,156,1446,6,4,win
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,-740,809,1,0,lose
408,2409,Ｓ／ドンちゃん２／ＤＣ,-278,1851,6,3,lose
409,2410,Ｓ／ドンちゃん２／ＤＣ,618,3168,13,8,win
410,2411,Ｓ／ドンちゃん２／ＤＣ,-133,2425,8,8,lose
411,2412,Ｓ／ドンちゃん２／ＤＣ,-354,1160,4,0,lose
412,2413,ハナビ２ＨＡ,-930,3934,8,14,lose
413,2414,ハナビ２ＨＡ,-16,343,1,0,lose
414,2415,ハナビ２ＨＡ,-432,445,0,2,lose
415,2416,ハナビ２ＨＡ,-300,278,0,1,lose
416,2417,ハナビＢＨＳ２,-259,369,1,0,lose
417,2418,ハナビＢＨＳ２,102,1136,4,3,win
418,2419,ハナビＢＨＳ２,-565,484,1,0,lose
419,2420,ハナビＢＨＳ２,-1117,1155,0,4,lose
420,2421,ハナビＢＨＳ２,-980,1773,3,4,lose
421,2422,沖ドキ！ＬＬ,1851,3417,37,16,win
422,2423,沖ドキ！ＬＬ,-3092,3731,27,10,lose
423,2424,沖ドキ！ＬＬ,3488,4341,51,20,win
424,2425,沖ドキ！ＬＬ,1283,3287,35,10,win
425,2426,沖ドキ！ＬＬ,-868,3674,31,18,lose
426,2427,沖ドキ！ＬＬ,-1094,2997,21,8,lose
427,2428,沖ドキ！ＬＬ,7435,2664,56,18,win
428,2429,沖ドキ！ＬＬ,470,1723,23,5,win
429,2430,沖ドキ！ＬＬ,-7014,5076,15,7,lose
430,2431,ミリオンゴッド－神々の凱旋－ＢＤ,1984,405,10,0,win
431,2432,ミリオンゴッド－神々の凱旋－ＢＤ,800,1497,0,0,win
432,2433,ミリオンゴッド－神々の凱旋－ＢＤ,-873,555,1,0,lose
433,2434,ミリオンゴッド－神々の凱旋－ＢＤ,4296,2952,35,0,win
434,2435,ミリオンゴッド－神々の凱旋－ＢＤ,-2268,3514,17,0,lose
435,2436,ミリオンゴッド－神々の凱旋－ＢＤ,-750,573,0,0,lose
436,2437,ミリオンゴッド－神々の凱旋－ＢＤ,5013,2350,33,1,win
437,2438,ミリオンゴッド－神々の凱旋－ＢＤ,4735,7247,0,1,win
438,2439,ミリオンゴッド－神々の凱旋－ＢＤ,1948,7918,7,1,win
439,2440,ミリオンゴッド－神々の凱旋－ＢＤ,181,3449,24,2,win
440,2441,ミリオンゴッド－神々の凱旋－ＢＤ,1134,718,9,1,win
441,2442,ミリオンゴッド－神々の凱旋－ＢＤ,-1300,3363,20,2,lose
442,2443,ミリオンゴッド－神々の凱旋－ＢＤ,-530,415,1,0,lose
443,2444,ミリオンゴッド－神々の凱旋－ＢＤ,-192,1959,11,0,lose
444,2445,ミリオンゴッド－神々の凱旋－ＢＤ,-1260,1702,8,0,lose
445,2446,ミリオンゴッド－神々の凱旋－ＢＤ,10097,1911,47,1,win
446,2447,ミリオンゴッド－神々の凱旋－ＢＤ,-2112,1297,1,0,lose
447,2448,ミリオンゴッド－神々の凱旋－ＢＤ,-2386,1610,3,0,lose
448,2449,ミリオンゴッド－神々の凱旋－ＢＤ,-2434,2580,2,0,lose
449,2450,ミリオンゴッド－神々の凱旋－ＢＤ,-3417,3062,9,0,lose
450,2451,ミリオンゴッド－神々の凱旋－ＢＤ,1028,693,9,1,win
451,2452,ミリオンゴッド－神々の凱旋－ＢＤ,-1065,621,1,0,lose
452,2453,ミリオンゴッド－神々の凱旋－ＢＤ,-1155,1107,4,0,lose
453,2454,ミリオンゴッド－神々の凱旋－ＢＤ,4235,2793,30,0,win
454,2455,ミリオンゴッド－神々の凱旋－ＢＤ,-2089,1624,3,0,lose
455,2456,ミリオンゴッド－神々の凱旋－ＢＤ,-191,985,7,1,lose
456,2457,ミリオンゴッド－神々の凱旋－ＢＤ,-348,1910,11,0,lose
457,2458,ミリオンゴッド－神々の凱旋－ＢＤ,3445,3856,46,2,win
458,2459,ミリオンゴッド－神々の凱旋－ＢＤ,-619,535,0,0,lose
459,2460,ミリオンゴッド－神々の凱旋－ＢＤ,133,2529,17,0,win
460,2461,ミリオンゴッド－神々の凱旋－ＢＤ,420,1076,0,1,win
461,2462,ミリオンゴッド－神々の凱旋－ＢＤ,2940,352,12,0,win
462,2463,ミリオンゴッド－神々の凱旋－ＢＤ,-2324,1663,3,0,lose
463,2464,ミリオンゴッド－神々の凱旋－ＢＤ,-2356,1429,2,0,lose
464,2465,ミリオンゴッド－神々の凱旋－ＢＤ,-1411,2798,14,0,lose
465,2466,ミリオンゴッド－神々の凱旋－ＢＤ,-1380,7110,0,0,lose
466,2467,ミリオンゴッド－神々の凱旋－ＢＤ,-1386,6014,38,0,lose
467,2468,ミリオンゴッド－神々の凱旋－ＢＤ,4298,3060,34,2,win
468,2469,ミリオンゴッド－神々の凱旋－ＢＤ,-796,4426,35,0,lose
469,2470,沖ドキ！トロピカルＨＨ,1338,3458,20,15,win
470,2471,沖ドキ！ＬＬ,-3111,4818,30,9,lose
471,2472,沖ドキ！ＬＬ,-1404,2715,18,7,lose
472,2473,沖ドキ！ＬＬ,-1894,3582,23,9,lose
473,2474,沖ドキ！ＬＬ,-3748,3616,15,10,lose
474,2475,沖ドキ！ＬＬ,-1282,2134,12,6,lose
475,2476,沖ドキ！ＬＬ,8831,2502,65,18,win
476,2477,沖ドキ！ＬＬ,-1622,2873,18,9,lose
477,2478,沖ドキ！ＬＬ,-3655,3155,10,10,lose
478,2479,沖ドキ！ＬＬ,323,4925,41,25,win
479,2480,押忍！サラリーマン番長Ａ９,-1411,7452,20,19,lose
480,2481,押忍！サラリーマン番長Ａ９,-1883,2253,5,1,lose
481,2482,押忍！サラリーマン番長Ａ９,-570,6698,19,9,lose
482,2483,押忍！サラリーマン番長Ａ９,-2951,3693,10,3,lose
483,2484,押忍！サラリーマン番長Ａ９,2397,7269,32,12,win
484,2485,押忍！番長３／Ａ５,-556,3061,26,2,lose
485,2486,押忍！番長３／Ａ５,-1056,2667,16,4,lose
486,2487,押忍！番長３／Ａ５,95,3329,1,2,win
487,2488,押忍！番長３／Ａ５,-871,987,3,0,lose
488,2489,押忍！番長３／Ａ５,2020,1512,38,3,win
489,2490,押忍！番長３／Ａ５,-72,583,0,0,lose
490,2491,押忍！番長３／Ａ５,-930,1026,3,0,lose
491,2492,押忍！番長３／Ａ５,343,1611,21,2,win
492,2493,押忍！番長３／Ａ５,-1705,1736,3,0,lose
493,2494,押忍！番長３／Ａ５,-765,1853,13,1,lose
494,2495,押忍！番長３／Ａ５,-730,734,2,0,lose
495,2496,押忍！番長３／Ａ５,-781,2618,25,2,lose
496,2497,押忍！番長３／Ａ５,-1404,2122,8,0,lose
497,2498,押忍！番長３／Ａ５,-1383,1818,5,1,lose
498,2499,押忍！番長３／Ａ５,-2875,4707,24,4,lose
499,2500,押忍！番長３／Ａ５,-1483,2088,11,0,lose
500,2501,押忍！番長３／Ａ５,-1453,2451,12,1,lose
501,2502,押忍！番長３／Ａ５,486,3098,42,3,win
502,2503,押忍！番長３／Ａ５,548,2144,31,2,win
503,2504,押忍！番長３／Ａ５,-1245,1877,8,0,lose
504,2505,押忍！番長３／Ａ５,-2545,2373,3,0,lose
505,2506,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-367,962,4,2,lose
506,2507,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-96,94,0,0,lose
507,2508,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,714,287,12,1,win
508,2509,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,0,0,0,0,lose
509,2510,押忍！番長３／Ａ５,3676,3859,79,10,win
510,2511,押忍！番長３／Ａ５,141,2936,34,5,win
511,2512,押忍！番長３／Ａ５,-561,1463,11,1,lose
512,2513,押忍！番長３／Ａ５,235,4104,0,5,win
513,2514,押忍！番長３／Ａ５,-516,899,3,0,lose
514,2515,押忍！番長３／Ａ５,495,5999,0,6,win
515,2516,押忍！番長３／Ａ５,1567,2842,47,7,win
516,2517,押忍！番長３／Ａ５,3316,3035,68,7,win
517,2518,押忍！番長３／Ａ５,-828,4937,4,5,lose
518,2519,押忍！番長３／Ａ５,495,489,10,1,win
519,2520,押忍！番長３／Ａ５,-1643,2469,10,2,lose
520,2521,押忍！番長３／Ａ５,-12,2223,24,2,lose
521,2522,押忍！サラリーマン番長Ａ９,413,6633,29,0,win
522,2523,押忍！サラリーマン番長Ａ９,1739,5167,14,5,win
523,2524,押忍！サラリーマン番長Ａ９,157,6689,27,12,win
524,2525,押忍！サラリーマン番長Ａ９,209,6613,28,11,win
525,2526,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,522,3774,16,2,win
526,2527,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1725,3900,27,14,win
527,2528,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,131,723,5,2,win
528,2529,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1256,1481,10,4,win
529,2530,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-259,2044,9,6,lose
530,2531,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-301,848,4,3,lose
531,2532,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,225,2753,17,6,win
532,2533,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1260,1480,5,4,lose
533,2534,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-71,5375,28,9,lose
534,2535,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-797,722,2,0,lose
535,2536,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-598,1251,4,1,lose
536,2537,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-879,4164,15,2,lose
537,2538,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,161,1173,6,5,win
538,2539,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-363,3098,13,9,lose
539,2540,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1080,1976,13,4,win
540,2541,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-972,915,3,0,lose
541,2542,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-2000,1846,5,2,lose
542,2543,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0,0,0,lose
543,2544,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1320,3948,17,13,lose
544,2545,Ｓ／叛逆の物語／ＦＨ,-414,1534,8,4,lose
545,2546,Ｓ／叛逆の物語／ＦＨ,0,637,5,2,lose
546,2547,Ｓ／叛逆の物語／ＦＨ,227,636,5,3,win
547,2548,Ｓ／叛逆の物語／ＦＨ,-117,928,5,2,lose
548,2549,Ｓ／叛逆の物語／ＦＨ,196,808,7,2,win
549,2550,Ｓ／叛逆の物語／ＦＨ,208,1392,10,4,win
550,2551,Ｓ／叛逆の物語／ＦＨ,-179,254,1,0,lose
551,2552,Ｓ／叛逆の物語／ＦＨ,1369,1476,13,5,win
552,2553,Ｓ／叛逆の物語／ＦＨ,-167,823,6,2,lose
553,2554,Ｓ／叛逆の物語／ＦＨ,3130,3221,24,8,win
554,2555,Ｓ／叛逆の物語／ＦＨ,2603,6850,42,17,win
555,2556,Ｓ／叛逆の物語／ＦＨ,-1498,3142,12,6,lose
556,2557,Ｓ／叛逆の物語／ＦＨ,908,2189,14,5,win
557,2558,Ｓ／叛逆の物語／ＦＨ,-936,5905,32,13,lose
558,2559,Ｓ／叛逆の物語／ＦＨ,-1099,7184,27,22,lose
559,2560,Ｓ／叛逆の物語／ＦＨ,2776,5561,38,12,win
