,number,model_name,slump,allStarts,bb,rb,judge
336,2337,スーパーミラクルジャグラー／ＫＵ,1431,8084,32,24,win
337,2338,スーパーミラクルジャグラー／ＫＵ,-522,660,1,1,lose
338,2339,スーパーミラクルジャグラー／ＫＵ,-1206,3789,11,7,lose
339,2340,スーパーミラクルジャグラー／ＫＵ,69,1579,7,2,win
340,2341,スーパーミラクルジャグラー／ＫＵ,-192,5174,19,13,lose
341,2342,ディスクアップ／ＺＳ,1020,5242,23,6,win
342,2343,ディスクアップ／ＺＳ,1313,4771,26,12,win
343,2344,ディスクアップ／ＺＳ,-783,2552,8,2,lose
344,2345,ディスクアップ／ＺＳ,-1401,2243,4,4,lose
345,2346,ディスクアップ／ＺＳ,5986,8563,41,21,win
346,2347,ディスクアップ／ＺＳ,-716,860,1,1,lose
347,2348,ディスクアップ／ＺＳ,980,7996,30,17,win
348,2349,ディスクアップ／ＺＳ,-169,8117,30,11,lose
349,2350,ディスクアップ／ＺＳ,62,346,2,0,win
350,2351,アレックスＡＥ,1355,3071,15,8,win
351,2352,ディスクアップ／ＺＳ,398,4564,17,7,win
352,2353,アレックスＡＥ,-489,2216,7,5,lose
353,2354,ディスクアップ／ＺＳ,187,2285,8,4,win
354,2355,アレックスＡＥ,375,2067,10,3,win
355,2356,クランキーセレブレーションＣＥ,1271,5795,33,9,win
356,2357,ニューパルサーＳＰ２／ＤＤ,-232,583,1,3,lose
357,2358,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-45,1766,7,2,lose
358,2359,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,757,3138,14,4,win
359,2360,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-924,1397,4,3,lose
360,2361,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-564,1073,3,0,lose
361,2362,リノＮＧＴＣＣ,-737,2781,15,8,lose
362,2363,リノＮＧＴＣＣ,0,0,0,0,lose
363,2364,リノＮＧＴＣＣ,-1269,1914,6,10,lose
364,2365,リノＮＧＴＣＣ,-1012,2486,13,8,lose
365,2366,リノＮＧＴＣＣ,-768,5471,36,19,lose
366,2367,リノＮＧＴＣＣ,91,1337,8,8,win
367,2368,ディスクアップ／ＺＳ,-1336,2509,0,4,lose
368,2369,ディスクアップ／ＺＳ,-387,1243,4,1,lose
369,2370,アレックスＡＥ,1217,5769,20,21,win
370,2371,ディスクアップ／ＺＳ,564,6903,25,15,win
371,2372,アレックスＡＥ,258,489,3,0,win
372,2373,ディスクアップ／ＺＳ,-1465,2368,4,4,lose
373,2374,ディスクアップ／ＺＳ,449,5926,19,13,win
374,2375,ディスクアップ／ＺＳ,-728,903,2,0,lose
375,2376,ディスクアップ／ＺＳ,-106,6481,24,8,lose
376,2377,ディスクアップ／ＺＳ,-431,1416,4,0,lose
377,2378,ディスクアップ／ＺＳ,-1617,1226,1,1,lose
378,2379,ディスクアップ／ＺＳ,3946,9779,39,23,win
379,2380,ディスクアップ／ＺＳ,2169,6989,27,10,win
380,2381,ディスクアップ／ＺＳ,-530,1039,3,1,lose
381,2382,ハナビＢＨＳ２,-1870,4587,9,15,lose
382,2383,ハナビＢＨＳ２,-229,1950,7,1,lose
383,2384,ハナビＢＨＳ２,-47,1815,6,2,lose
384,2385,ハナビＢＨＳ２,-338,618,1,1,lose
385,2386,ハナビＢＨＳ２,322,5745,20,13,win
386,2387,バーサスＳＥ,908,8324,30,22,win
387,2388,バーサスＳＥ,-848,1686,4,2,lose
388,2389,バーサスＳＥ,-899,5199,15,14,lose
389,2390,バーサスＳＥ,-1486,3484,7,12,lose
390,2391,バーサスＳＥ,-488,5289,17,12,lose
391,2392,Ｓ麻雀格闘倶楽部３ＫＲ,-394,1260,7,4,lose
392,2393,Ｓ喰霊零　運命乱ＪＪ,103,188,3,3,win
393,2394,Ｓトータル・イクリプス２Ｒ,20,2128,18,10,win
394,2395,パチスロ黒神／Ｋ２,967,177,5,2,win
395,2396,ＳＡＴ天元突破グレンラガンＹ,-116,1361,5,5,lose
396,2397,ＳミルキィホームズＮＤ,168,2065,18,4,win
397,2398,バイオイントゥザパニック／ＺＡ,-317,2019,7,6,lose
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,164,510,2,0,win
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,552,3484,13,6,win
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,1001,7378,24,0,win
401,2402,３×３ＥＹＥＳ／Ａ７,-593,1499,2,5,lose
402,2403,ダンまち／ＫＴ,-686,885,4,1,lose
403,2404,ダンまち／ＫＴ,-927,1149,3,7,lose
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-265,265,2,1,lose
405,2406,Ｓパチスロ鉄拳４ＣＣ,-125,562,1,2,lose
406,2407,Ｓパチスロ鉄拳４ＣＣ,0,0,0,0,lose
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,1349,3061,23,0,win
408,2409,Ｓ／ドンちゃん２／ＤＣ,-195,188,0,0,lose
409,2410,Ｓ／ドンちゃん２／ＤＣ,-563,518,0,0,lose
410,2411,Ｓ／ドンちゃん２／ＤＣ,-95,424,2,0,lose
411,2412,Ｓ／ドンちゃん２／ＤＣ,2238,7450,34,22,win
412,2413,ハナビ２ＨＡ,-505,308,0,0,lose
413,2414,ハナビ２ＨＡ,1243,6721,27,15,win
414,2415,ハナビ２ＨＡ,-362,618,1,2,lose
415,2416,ハナビ２ＨＡ,-759,1100,1,5,lose
416,2417,ハナビＢＨＳ２,-961,7159,19,23,lose
417,2418,ハナビＢＨＳ２,-1,2699,9,3,lose
418,2419,ハナビＢＨＳ２,-1996,9447,25,23,lose
419,2420,ハナビＢＨＳ２,-778,1178,2,3,lose
420,2421,ハナビＢＨＳ２,-1055,2450,5,6,lose
421,2422,沖ドキ！ＬＬ,-2230,5889,40,21,lose
422,2423,沖ドキ！ＬＬ,-677,5269,43,15,lose
423,2424,沖ドキ！ＬＬ,-216,3620,41,11,lose
424,2425,沖ドキ！ＬＬ,2249,4163,45,16,win
425,2426,沖ドキ！ＬＬ,-1102,4781,37,14,lose
426,2427,沖ドキ！ＬＬ,-3386,3384,14,9,lose
427,2428,沖ドキ！ＬＬ,5282,4038,55,25,win
428,2429,沖ドキ！ＬＬ,12273,3288,81,27,win
429,2430,沖ドキ！ＬＬ,-3372,4538,25,11,lose
430,2431,ミリオンゴッド－神々の凱旋－ＢＤ,228,2857,20,0,win
431,2432,ミリオンゴッド－神々の凱旋－ＢＤ,844,4681,0,0,win
432,2433,ミリオンゴッド－神々の凱旋－ＢＤ,2660,2830,28,0,win
433,2434,ミリオンゴッド－神々の凱旋－ＢＤ,-1927,1112,1,0,lose
434,2435,ミリオンゴッド－神々の凱旋－ＢＤ,2210,5621,44,0,win
435,2436,ミリオンゴッド－神々の凱旋－ＢＤ,3074,5074,1,2,win
436,2437,ミリオンゴッド－神々の凱旋－ＢＤ,4185,3281,38,2,win
437,2438,ミリオンゴッド－神々の凱旋－ＢＤ,-3479,7357,0,1,lose
438,2439,ミリオンゴッド－神々の凱旋－ＢＤ,-975,6572,9,0,lose
439,2440,ミリオンゴッド－神々の凱旋－ＢＤ,-2747,5159,25,1,lose
440,2441,ミリオンゴッド－神々の凱旋－ＢＤ,-4017,5528,26,2,lose
441,2442,ミリオンゴッド－神々の凱旋－ＢＤ,10513,2336,50,2,win
442,2443,ミリオンゴッド－神々の凱旋－ＢＤ,-1694,2466,11,0,lose
443,2444,ミリオンゴッド－神々の凱旋－ＢＤ,2553,4190,36,1,win
444,2445,ミリオンゴッド－神々の凱旋－ＢＤ,-3458,4610,18,0,lose
445,2446,ミリオンゴッド－神々の凱旋－ＢＤ,-1527,5217,30,2,lose
446,2447,ミリオンゴッド－神々の凱旋－ＢＤ,5244,3431,41,2,win
447,2448,ミリオンゴッド－神々の凱旋－ＢＤ,-7341,4792,9,0,lose
448,2449,ミリオンゴッド－神々の凱旋－ＢＤ,-2344,5728,17,0,lose
449,2450,ミリオンゴッド－神々の凱旋－ＢＤ,-179,4769,32,0,lose
450,2451,ミリオンゴッド－神々の凱旋－ＢＤ,-3427,5418,25,1,lose
451,2452,ミリオンゴッド－神々の凱旋－ＢＤ,1310,3110,26,0,win
452,2453,ミリオンゴッド－神々の凱旋－ＢＤ,-6109,4218,9,0,lose
453,2454,ミリオンゴッド－神々の凱旋－ＢＤ,-2436,5515,1,0,lose
454,2455,ミリオンゴッド－神々の凱旋－ＢＤ,441,6589,47,0,win
455,2456,ミリオンゴッド－神々の凱旋－ＢＤ,-1676,4709,26,0,lose
456,2457,ミリオンゴッド－神々の凱旋－ＢＤ,-3713,3149,9,1,lose
457,2458,ミリオンゴッド－神々の凱旋－ＢＤ,4371,1992,27,1,win
458,2459,ミリオンゴッド－神々の凱旋－ＢＤ,3911,7146,0,2,win
459,2460,ミリオンゴッド－神々の凱旋－ＢＤ,1454,2760,25,0,win
460,2461,ミリオンゴッド－神々の凱旋－ＢＤ,-2699,5457,1,0,lose
461,2462,ミリオンゴッド－神々の凱旋－ＢＤ,3967,3190,37,1,win
462,2463,ミリオンゴッド－神々の凱旋－ＢＤ,-1182,3685,20,1,lose
463,2464,ミリオンゴッド－神々の凱旋－ＢＤ,-2615,3473,15,0,lose
464,2465,ミリオンゴッド－神々の凱旋－ＢＤ,13111,1305,49,0,win
465,2466,ミリオンゴッド－神々の凱旋－ＢＤ,7950,7137,0,0,win
466,2467,ミリオンゴッド－神々の凱旋－ＢＤ,5124,2843,37,2,win
467,2468,ミリオンゴッド－神々の凱旋－ＢＤ,6226,3984,46,0,win
468,2469,ミリオンゴッド－神々の凱旋－ＢＤ,2320,3436,31,1,win
469,2470,沖ドキ！トロピカルＨＨ,-272,277,0,1,lose
470,2471,沖ドキ！ＬＬ,1377,4198,40,22,win
471,2472,沖ドキ！ＬＬ,6074,2105,40,23,win
472,2473,沖ドキ！ＬＬ,-1828,3329,22,9,lose
473,2474,沖ドキ！ＬＬ,1483,3901,41,12,win
474,2475,沖ドキ！ＬＬ,1703,2929,34,7,win
475,2476,沖ドキ！ＬＬ,1024,6163,64,23,win
476,2477,沖ドキ！ＬＬ,-2456,4611,37,14,lose
477,2478,沖ドキ！ＬＬ,-1849,4188,28,14,lose
478,2479,沖ドキ！ＬＬ,-352,5609,49,20,lose
479,2480,押忍！サラリーマン番長Ａ９,-3427,6510,14,10,lose
480,2481,押忍！サラリーマン番長Ａ９,-3891,6403,18,8,lose
481,2482,押忍！サラリーマン番長Ａ９,-5161,4891,11,0,lose
482,2483,押忍！サラリーマン番長Ａ９,-1450,6024,19,9,lose
483,2484,押忍！サラリーマン番長Ａ９,-3427,5292,16,4,lose
484,2485,押忍！番長３／Ａ５,-620,1674,11,2,lose
485,2486,押忍！番長３／Ａ５,-1117,1867,5,0,lose
486,2487,押忍！番長３／Ａ５,-1152,2069,11,1,lose
487,2488,押忍！番長３／Ａ５,-426,1930,17,1,lose
488,2489,押忍！番長３／Ａ５,-1009,1524,8,1,lose
489,2490,押忍！番長３／Ａ５,-722,6899,1,9,lose
490,2491,押忍！番長３／Ａ５,-14,4674,39,6,lose
491,2492,押忍！番長３／Ａ５,-84,2968,29,5,lose
492,2493,押忍！番長３／Ａ５,1389,3992,55,8,win
493,2494,押忍！番長３／Ａ５,696,3057,34,8,win
494,2495,押忍！番長３／Ａ５,1160,2940,41,10,win
495,2496,押忍！番長３／Ａ５,-812,1054,5,0,lose
496,2497,押忍！番長３／Ａ５,-896,4199,37,4,lose
497,2498,押忍！番長３／Ａ５,-2281,4131,26,1,lose
498,2499,押忍！番長３／Ａ５,-1703,1706,2,0,lose
499,2500,押忍！番長３／Ａ５,-1345,2207,8,3,lose
500,2501,押忍！番長３／Ａ５,-920,2981,20,3,lose
501,2502,押忍！番長３／Ａ５,-1195,2806,23,2,lose
502,2503,押忍！番長３／Ａ５,-1546,2412,9,0,lose
503,2504,押忍！番長３／Ａ５,-735,1070,5,1,lose
504,2505,押忍！番長３／Ａ５,154,4483,53,7,win
505,2506,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-272,3037,17,11,lose
506,2507,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-365,785,0,1,lose
507,2508,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,-623,644,0,1,lose
508,2509,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,691,1846,17,5,win
509,2510,押忍！番長３／Ａ５,-677,1056,6,0,lose
510,2511,押忍！番長３／Ａ５,701,6144,78,6,win
511,2512,押忍！番長３／Ａ５,-1360,1153,1,0,lose
512,2513,押忍！番長３／Ａ５,-1052,1234,0,2,lose
513,2514,押忍！番長３／Ａ５,-2681,3797,14,0,lose
514,2515,押忍！番長３／Ａ５,-2046,3570,0,4,lose
515,2516,押忍！番長３／Ａ５,891,3660,46,9,win
516,2517,押忍！番長３／Ａ５,-546,2493,21,1,lose
517,2518,押忍！番長３／Ａ５,-2026,2731,4,0,lose
518,2519,押忍！番長３／Ａ５,-2464,3106,12,0,lose
519,2520,押忍！番長３／Ａ５,-599,5089,10,3,lose
520,2521,押忍！番長３／Ａ５,-359,2061,18,1,lose
521,2522,押忍！サラリーマン番長Ａ９,-1051,6436,23,0,lose
522,2523,押忍！サラリーマン番長Ａ９,826,7826,28,13,win
523,2524,押忍！サラリーマン番長Ａ９,2318,7287,33,11,win
524,2525,押忍！サラリーマン番長Ａ９,4467,8118,37,7,win
525,2526,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,4475,7162,43,7,win
526,2527,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-85,5650,25,15,lose
527,2528,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,3149,4799,36,18,win
528,2529,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-822,5293,23,19,lose
529,2530,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1530,4112,19,11,lose
530,2531,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,497,4604,26,13,win
531,2532,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-3815,6077,18,14,lose
532,2533,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-567,1739,9,4,lose
533,2534,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1294,4253,20,7,win
534,2535,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1469,4770,33,14,win
535,2536,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,997,3612,23,9,win
536,2537,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-424,7594,24,1,lose
537,2538,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1847,1431,1,2,lose
538,2539,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-753,4262,22,16,lose
539,2540,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-3461,4538,18,8,lose
540,2541,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1788,3671,14,8,lose
541,2542,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1094,1887,6,3,lose
542,2543,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0,0,0,lose
543,2544,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,3098,4871,35,17,win
544,2545,Ｓ／叛逆の物語／ＦＨ,187,5522,32,16,win
545,2546,Ｓ／叛逆の物語／ＦＨ,1262,8481,51,28,win
546,2547,Ｓ／叛逆の物語／ＦＨ,436,6220,38,16,win
547,2548,Ｓ／叛逆の物語／ＦＨ,-459,1819,6,4,lose
548,2549,Ｓ／叛逆の物語／ＦＨ,-67,7081,31,13,lose
549,2550,Ｓ／叛逆の物語／ＦＨ,-759,1122,3,1,lose
550,2551,Ｓ／叛逆の物語／ＦＨ,324,4728,22,12,win
551,2552,Ｓ／叛逆の物語／ＦＨ,-1910,4807,15,12,lose
552,2553,Ｓ／叛逆の物語／ＦＨ,60,6508,34,12,win
553,2554,Ｓ／叛逆の物語／ＦＨ,1350,6698,35,17,win
554,2555,Ｓ／叛逆の物語／ＦＨ,3257,6897,45,20,win
555,2556,Ｓ／叛逆の物語／ＦＨ,6,7824,42,20,win
556,2557,Ｓ／叛逆の物語／ＦＨ,-889,8672,40,16,lose
557,2558,Ｓ／叛逆の物語／ＦＨ,443,5285,27,13,win
558,2559,Ｓ／叛逆の物語／ＦＨ,1279,8121,43,24,win
559,2560,Ｓ／叛逆の物語／ＦＨ,5899,6924,53,30,win
