,number,model_name,slump,allStarts,bb,rb,judge
337,2338,スーパーミラクルジャグラー／ＫＵ,-965,8192,27,22,lose
338,2339,スーパーミラクルジャグラー／ＫＵ,106,4988,20,11,win
339,2340,スーパーミラクルジャグラー／ＫＵ,-1301,2201,4,5,lose
340,2341,スーパーミラクルジャグラー／ＫＵ,-1377,6749,23,13,lose
341,2342,ディスクアップ／ＺＳ,-301,4081,13,7,lose
342,2343,ディスクアップ／ＺＳ,333,4266,15,11,win
343,2344,ディスクアップ／ＺＳ,-1062,5267,15,11,lose
344,2345,ディスクアップ／ＺＳ,-1714,1647,2,1,lose
345,2346,ディスクアップ／ＺＳ,4100,6919,33,16,win
346,2347,ディスクアップ／ＺＳ,-912,1474,3,2,lose
347,2348,ディスクアップ／ＺＳ,3625,7676,33,18,win
348,2349,ディスクアップ／ＺＳ,1523,4044,17,5,win
349,2350,ディスクアップ／ＺＳ,0,0,0,0,lose
350,2351,アレックスＡＥ,-1064,4386,11,15,lose
351,2352,ディスクアップ／ＺＳ,-1071,2029,4,5,lose
352,2353,アレックスＡＥ,-1196,3736,9,9,lose
353,2354,ディスクアップ／ＺＳ,-502,1917,5,4,lose
354,2355,アレックスＡＥ,2737,7052,31,23,win
355,2356,クランキーセレブレーションＣＥ,3403,8614,54,23,win
356,2357,ニューパルサーＳＰ２／ＤＤ,-599,410,0,1,lose
357,2358,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,4463,8158,37,34,win
358,2359,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1302,5559,24,14,win
359,2360,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,-629,5128,15,17,lose
360,2361,クレアの秘宝伝眠りの塔と目覚めの石／Ａ２,1385,7582,30,18,win
361,2362,リノＮＧＴＣＣ,1904,2306,21,17,win
362,2363,リノＮＧＴＣＣ,-591,566,1,1,lose
363,2364,リノＮＧＴＣＣ,-591,1126,5,3,lose
364,2365,リノＮＧＴＣＣ,-653,1100,5,2,lose
365,2366,リノＮＧＴＣＣ,668,3185,23,16,win
366,2367,リノＮＧＴＣＣ,-1010,643,0,0,lose
367,2368,ディスクアップ／ＺＳ,1160,7968,0,17,win
368,2369,ディスクアップ／ＺＳ,581,1809,9,1,win
369,2370,アレックスＡＥ,3186,6943,33,17,win
370,2371,ディスクアップ／ＺＳ,-925,827,1,2,lose
371,2372,アレックスＡＥ,-607,2415,7,5,lose
372,2373,ディスクアップ／ＺＳ,228,5602,20,11,win
373,2374,ディスクアップ／ＺＳ,-895,807,1,1,lose
374,2375,ディスクアップ／ＺＳ,2555,6553,28,12,win
375,2376,ディスクアップ／ＺＳ,2938,6424,29,7,win
376,2377,ディスクアップ／ＺＳ,703,1266,6,2,win
377,2378,ディスクアップ／ＺＳ,-1396,7939,22,14,lose
378,2379,ディスクアップ／ＺＳ,-889,2919,9,3,lose
379,2380,ディスクアップ／ＺＳ,-408,2069,6,2,lose
380,2381,ディスクアップ／ＺＳ,-2795,7506,20,15,lose
381,2382,ハナビＢＨＳ２,-1457,2404,3,8,lose
382,2383,ハナビＢＨＳ２,780,7392,26,19,win
383,2384,ハナビＢＨＳ２,-828,1790,4,4,lose
384,2385,ハナビＢＨＳ２,2641,8240,32,30,win
385,2386,ハナビＢＨＳ２,136,3908,13,8,win
386,2387,バーサスＳＥ,-415,4999,16,12,lose
387,2388,バーサスＳＥ,-2642,8755,21,26,lose
388,2389,バーサスＳＥ,465,4221,15,12,win
389,2390,バーサスＳＥ,-232,5170,16,12,lose
390,2391,バーサスＳＥ,-1201,4429,12,8,lose
391,2392,Ｓ麻雀格闘倶楽部３ＫＲ,1597,512,12,3,win
392,2393,Ｓ喰霊零　運命乱ＪＪ,-249,1814,19,18,lose
393,2394,Ｓトータル・イクリプス２Ｒ,323,1508,19,8,win
394,2395,パチスロ黒神／Ｋ２,-229,173,0,0,lose
395,2396,ＳＡＴ天元突破グレンラガンＹ,225,7822,29,47,win
396,2397,ＳミルキィホームズＮＤ,-1816,2953,10,5,lose
397,2398,バイオイントゥザパニック／ＺＡ,-289,7367,27,17,lose
398,2399,パチスロマッハＧｏＧｏＧｏ　Ａ,354,1242,5,0,win
399,2400,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,3233,8073,31,16,win
400,2401,コードギアスＲ２Ｃ．Ｃ．／ＺＳ,-1248,1254,1,0,lose
401,2402,３×３ＥＹＥＳ／Ａ７,235,1869,7,3,win
402,2403,ダンまち／ＫＴ,-644,464,0,0,lose
403,2404,ダンまち／ＫＴ,-195,5137,32,55,lose
404,2405,Ｓ　ＰＹＲＡＭＩＤ　ＥＹＥ　Ａ２,-370,459,4,4,lose
405,2406,ＳＬＯＴ魔法少女まどか☆マギカＡＭＡ,-1102,4438,13,10,lose
406,2407,Ｓパチスロ鉄拳４ＣＣ,-367,550,1,0,lose
407,2408,Ｓ呪怨　再誕ＡＴ　ＦＣ,1831,6481,49,0,win
408,2409,Ｓ／ドンちゃん２／ＤＣ,-984,1326,0,4,lose
409,2410,Ｓ／ドンちゃん２／ＤＣ,-611,2214,7,4,lose
410,2411,Ｓ／ドンちゃん２／ＤＣ,-124,1742,5,5,lose
411,2412,Ｓ／ドンちゃん２／ＤＣ,-74,3634,14,10,lose
412,2413,ハナビ２ＨＡ,-1546,3977,7,15,lose
413,2414,ハナビ２ＨＡ,-445,2025,6,4,lose
414,2415,ハナビ２ＨＡ,-957,2625,4,12,lose
415,2416,ハナビ２ＨＡ,-1366,8507,22,25,lose
416,2417,ハナビＢＨＳ２,-1382,1006,0,2,lose
417,2418,ハナビＢＨＳ２,-439,8223,22,24,lose
418,2419,ハナビＢＨＳ２,-1139,2112,3,4,lose
419,2420,ハナビＢＨＳ２,-522,4451,13,12,lose
420,2421,ハナビＢＨＳ２,1737,7385,30,20,win
421,2422,沖ドキ！ＬＬ,-2371,5156,34,15,lose
422,2423,沖ドキ！ＬＬ,-456,4256,37,10,lose
423,2424,沖ドキ！ＬＬ,126,4240,38,15,win
424,2425,沖ドキ！ＬＬ,-5334,5846,25,19,lose
425,2426,沖ドキ！ＬＬ,0,0,0,0,lose
426,2427,沖ドキ！ＬＬ,1941,3902,44,11,win
427,2428,沖ドキ！ＬＬ,-1320,5629,44,14,lose
428,2429,沖ドキ！ＬＬ,-482,3729,30,12,lose
429,2430,沖ドキ！ＬＬ,1223,3667,37,13,win
430,2431,ミリオンゴッド－神々の凱旋－ＢＤ,329,4097,28,0,win
431,2432,ミリオンゴッド－神々の凱旋－ＢＤ,-3989,4753,0,0,lose
432,2433,ミリオンゴッド－神々の凱旋－ＢＤ,-660,5173,33,0,lose
433,2434,ミリオンゴッド－神々の凱旋－ＢＤ,-1267,3145,17,0,lose
434,2435,ミリオンゴッド－神々の凱旋－ＢＤ,1411,3766,32,1,win
435,2436,ミリオンゴッド－神々の凱旋－ＢＤ,-4762,8249,4,0,lose
436,2437,ミリオンゴッド－神々の凱旋－ＢＤ,-434,3380,22,0,lose
437,2438,ミリオンゴッド－神々の凱旋－ＢＤ,3693,8970,0,1,win
438,2439,ミリオンゴッド－神々の凱旋－ＢＤ,242,8246,2,0,win
439,2440,ミリオンゴッド－神々の凱旋－ＢＤ,-3466,3816,14,0,lose
440,2441,ミリオンゴッド－神々の凱旋－ＢＤ,216,4045,27,0,win
441,2442,ミリオンゴッド－神々の凱旋－ＢＤ,86,3324,23,1,win
442,2443,ミリオンゴッド－神々の凱旋－ＢＤ,-2711,3834,17,0,lose
443,2444,ミリオンゴッド－神々の凱旋－ＢＤ,3745,5145,46,0,win
444,2445,ミリオンゴッド－神々の凱旋－ＢＤ,6498,2012,35,1,win
445,2446,ミリオンゴッド－神々の凱旋－ＢＤ,155,3863,26,1,win
446,2447,ミリオンゴッド－神々の凱旋－ＢＤ,-1026,3178,17,1,lose
447,2448,ミリオンゴッド－神々の凱旋－ＢＤ,4712,4319,45,2,win
448,2449,ミリオンゴッド－神々の凱旋－ＢＤ,196,6653,16,2,win
449,2450,ミリオンゴッド－神々の凱旋－ＢＤ,329,3673,25,1,win
450,2451,ミリオンゴッド－神々の凱旋－ＢＤ,-2628,3388,11,0,lose
451,2452,ミリオンゴッド－神々の凱旋－ＢＤ,-3459,3018,8,0,lose
452,2453,ミリオンゴッド－神々の凱旋－ＢＤ,-2863,3147,11,0,lose
453,2454,ミリオンゴッド－神々の凱旋－ＢＤ,7925,3648,14,0,win
454,2455,ミリオンゴッド－神々の凱旋－ＢＤ,5625,3811,45,2,win
455,2456,ミリオンゴッド－神々の凱旋－ＢＤ,-6508,5831,18,0,lose
456,2457,ミリオンゴッド－神々の凱旋－ＢＤ,147,2290,16,1,win
457,2458,ミリオンゴッド－神々の凱旋－ＢＤ,-33,3880,27,1,lose
458,2459,ミリオンゴッド－神々の凱旋－ＢＤ,-3796,3314,3,0,lose
459,2460,ミリオンゴッド－神々の凱旋－ＢＤ,1220,3048,24,0,win
460,2461,ミリオンゴッド－神々の凱旋－ＢＤ,-2353,3913,5,1,lose
461,2462,ミリオンゴッド－神々の凱旋－ＢＤ,1115,3518,28,0,win
462,2463,ミリオンゴッド－神々の凱旋－ＢＤ,792,4095,28,1,win
463,2464,ミリオンゴッド－神々の凱旋－ＢＤ,-2712,5065,26,1,lose
464,2465,ミリオンゴッド－神々の凱旋－ＢＤ,-1657,5121,30,0,lose
465,2466,ミリオンゴッド－神々の凱旋－ＢＤ,3701,5822,3,0,win
466,2467,ミリオンゴッド－神々の凱旋－ＢＤ,-7882,6137,16,0,lose
467,2468,ミリオンゴッド－神々の凱旋－ＢＤ,-958,5026,32,2,lose
468,2469,ミリオンゴッド－神々の凱旋－ＢＤ,6469,3343,42,1,win
469,2470,沖ドキ！トロピカルＨＨ,431,1158,6,5,win
470,2471,沖ドキ！ＬＬ,13106,3642,85,30,win
471,2472,沖ドキ！ＬＬ,-905,4109,30,16,lose
472,2473,沖ドキ！ＬＬ,-5196,4969,19,14,lose
473,2474,沖ドキ！ＬＬ,-1350,5636,43,19,lose
474,2475,沖ドキ！ＬＬ,-2099,3568,22,8,lose
475,2476,沖ドキ！ＬＬ,967,5280,48,24,win
476,2477,沖ドキ！ＬＬ,-1994,2858,16,8,lose
477,2478,沖ドキ！ＬＬ,-3073,5202,31,16,lose
478,2479,沖ドキ！ＬＬ,-4876,5429,22,22,lose
479,2480,押忍！サラリーマン番長Ａ９,-6131,6595,19,2,lose
480,2481,押忍！サラリーマン番長Ａ９,-3907,6390,22,8,lose
481,2482,押忍！サラリーマン番長Ａ９,-1297,7338,27,9,lose
482,2483,押忍！サラリーマン番長Ａ９,5394,6783,32,16,win
483,2484,押忍！サラリーマン番長Ａ９,-2467,7212,26,9,lose
484,2485,押忍！番長３／Ａ５,-689,3237,26,3,lose
485,2486,押忍！番長３／Ａ５,-997,4435,22,5,lose
486,2487,押忍！番長３／Ａ５,2386,8397,19,12,win
487,2488,押忍！番長３／Ａ５,-59,5699,66,8,lose
488,2489,押忍！番長３／Ａ５,-69,2918,30,4,lose
489,2490,押忍！番長３／Ａ５,-513,7129,0,3,lose
490,2491,押忍！番長３／Ａ５,-1379,3719,0,2,lose
491,2492,押忍！番長３／Ａ５,-2232,4129,26,4,lose
492,2493,押忍！番長３／Ａ５,-4011,4794,12,0,lose
493,2494,押忍！番長３／Ａ５,512,5437,67,9,win
494,2495,押忍！番長３／Ａ５,-2489,4035,18,1,lose
495,2496,押忍！番長３／Ａ５,-1233,3886,31,5,lose
496,2497,押忍！番長３／Ａ５,2664,3138,56,13,win
497,2498,押忍！番長３／Ａ５,812,7038,82,15,win
498,2499,押忍！番長３／Ａ５,399,4834,62,6,win
499,2500,押忍！番長３／Ａ５,-774,4452,40,6,lose
500,2501,押忍！番長３／Ａ５,-203,5263,57,10,lose
501,2502,押忍！番長３／Ａ５,-1964,2604,9,1,lose
502,2503,押忍！番長３／Ａ５,2912,4859,81,12,win
503,2504,押忍！番長３／Ａ５,-560,2379,17,4,lose
504,2505,押忍！番長３／Ａ５,-436,4054,36,4,lose
505,2506,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,3018,5229,71,18,win
506,2507,Ｓアメリカン番長　ＨＥＹ！鏡Ｂ２,106,1772,0,2,win
507,2508,押忍！番長３／Ａ５,-5,6107,65,9,lose
508,2509,押忍！番長３／Ａ５,-1258,2040,11,0,lose
509,2510,押忍！番長３／Ａ５,-3429,3928,9,3,lose
510,2511,押忍！番長３／Ａ５,167,3892,43,7,win
511,2512,押忍！番長３／Ａ５,2831,4148,69,11,win
512,2513,押忍！番長３／Ａ５,-2490,4795,27,5,lose
513,2514,押忍！番長３／Ａ５,-917,3099,23,2,lose
514,2515,押忍！番長３／Ａ５,1812,8201,0,9,win
515,2516,押忍！番長３／Ａ５,2332,5409,78,12,win
516,2517,押忍！番長３／Ａ５,-1775,3951,27,4,lose
517,2518,押忍！番長３／Ａ５,1563,7643,25,10,win
518,2519,押忍！番長３／Ａ５,-1522,3558,28,2,lose
519,2520,押忍！サラリーマン番長Ａ９,-4677,6362,21,1,lose
520,2521,押忍！サラリーマン番長Ａ９,807,7163,26,4,win
521,2522,押忍！サラリーマン番長Ａ９,2012,6141,26,0,win
522,2523,押忍！サラリーマン番長Ａ９,1603,5578,19,8,win
523,2524,押忍！サラリーマン番長Ａ９,853,6359,23,3,win
524,2525,押忍！サラリーマン番長Ａ９,-2891,6575,20,8,lose
525,2526,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,127,4750,28,7,win
526,2527,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1826,4044,17,6,lose
527,2528,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-389,5828,32,16,lose
528,2529,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-528,1859,7,4,lose
529,2530,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,931,4355,29,8,win
530,2531,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1511,1533,3,3,lose
531,2532,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-2812,2746,8,2,lose
532,2533,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-999,1353,4,1,lose
533,2534,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,538,3012,14,4,win
534,2535,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1447,3538,25,8,win
535,2536,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-4076,4546,13,9,lose
536,2537,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,1538,3781,12,0,win
537,2538,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,3246,3654,33,16,win
538,2539,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1724,4185,15,12,lose
539,2540,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1086,3783,17,15,lose
540,2541,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,2563,3765,27,10,win
541,2542,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1771,3482,15,5,lose
542,2543,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,0,0,0,0,lose
543,2544,ＳＬＯＴ魔法少女まどか☆マギカ２／ＭＭ,-1140,3418,19,6,lose
544,2545,Ｓ／叛逆の物語／ＦＨ,-1819,3727,14,7,lose
545,2546,Ｓ／叛逆の物語／ＦＨ,-1997,5536,29,9,lose
546,2547,Ｓ／叛逆の物語／ＦＨ,-505,4393,22,11,lose
547,2548,Ｓ／叛逆の物語／ＦＨ,5852,6018,52,19,win
548,2549,Ｓ／叛逆の物語／ＦＨ,-2396,4284,17,7,lose
549,2550,Ｓ／叛逆の物語／ＦＨ,-2216,4617,12,6,lose
550,2551,Ｓ／叛逆の物語／ＦＨ,222,3432,16,7,win
551,2552,Ｓ／叛逆の物語／ＦＨ,1240,4742,27,10,win
552,2553,Ｓ／叛逆の物語／ＦＨ,316,3709,22,8,win
553,2554,Ｓ／叛逆の物語／ＦＨ,-1074,4416,20,7,lose
554,2555,Ｓ／叛逆の物語／ＦＨ,2887,4554,29,17,win
555,2556,Ｓ／叛逆の物語／ＦＨ,-856,4655,22,7,lose
556,2557,Ｓ／叛逆の物語／ＦＨ,478,6327,38,18,win
557,2558,Ｓ／叛逆の物語／ＦＨ,-110,6565,32,14,lose
558,2559,Ｓ／叛逆の物語／ＦＨ,-993,5857,30,13,lose
559,2560,Ｓ／叛逆の物語／ＦＨ,-1058,5169,25,12,lose
